1,"select info_type.id AS id, info_type.info AS info, movie_info_idx.movie_id AS movie_id
 from movie_info_idx,info_type
 where (movie_info_idx.info_type_id = info_type.id) And (info_type.info = 'top 250 rank')","create materialized view if not exists mv1 as select info_type.id AS id, info_type.info AS info, movie_info_idx.movie_id AS movie_id
 from movie_info_idx,info_type
 where (movie_info_idx.info_type_id = info_type.id) And (info_type.info = 'top 250 rank')"
2,"select company_type.id AS id, company_type.kind AS kind, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,company_type
 where (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%')  And  (((movie_companies.note like '%(co-production)%')) Or ((movie_companies.note like '%(presents)%'))) And (company_type.kind = 'production companies')","create materialized view if not exists mv2 as select company_type.id AS id, company_type.kind AS kind, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,company_type
 where (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%')  And  (((movie_companies.note like '%(co-production)%')) Or ((movie_companies.note like '%(presents)%'))) And (company_type.kind = 'production companies')"
3,"select company_type.id AS company_type_id_0, company_type.kind AS kind, info_type.id AS info_type_id_2, info_type.info AS info, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,movie_info_idx,info_type,company_type
 where (movie_info_idx.movie_id = movie_companies.movie_id) And (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%')  And  (((movie_companies.note like '%(co-production)%')) Or ((movie_companies.note like '%(presents)%'))) And (movie_info_idx.info_type_id = info_type.id) And (info_type.info = 'top 250 rank') And (company_type.kind = 'production companies')","create materialized view if not exists mv3 as select company_type.id AS company_type_id_0, company_type.kind AS kind, info_type.id AS info_type_id_2, info_type.info AS info, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,movie_info_idx,info_type,company_type
 where (movie_info_idx.movie_id = movie_companies.movie_id) And (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%')  And  (((movie_companies.note like '%(co-production)%')) Or ((movie_companies.note like '%(presents)%'))) And (movie_info_idx.info_type_id = info_type.id) And (info_type.info = 'top 250 rank') And (company_type.kind = 'production companies')"
4,"select company_type.id AS company_type_id_0, company_type.kind AS kind, info_type.id AS info_type_id_2, info_type.info AS info, movie_companies.note AS note, movie_info_idx.movie_id AS movie_id, title.production_year AS production_year, title.title AS title
 from company_type,title,movie_info_idx,movie_companies,info_type
 where (movie_companies.company_type_id = company_type.id) And (company_type.kind = 'production companies') And (title.id = movie_companies.movie_id) And (movie_info_idx.movie_id = movie_companies.movie_id) And (movie_info_idx.info_type_id = info_type.id) And (movie_companies.movie_id = title.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%')  And  (((movie_companies.note like '%(co-production)%')) Or ((movie_companies.note like '%(presents)%'))) And (info_type.info = 'top 250 rank')","create materialized view if not exists mv4 as select company_type.id AS company_type_id_0, company_type.kind AS kind, info_type.id AS info_type_id_2, info_type.info AS info, movie_companies.note AS note, movie_info_idx.movie_id AS movie_id, title.production_year AS production_year, title.title AS title
 from company_type,title,movie_info_idx,movie_companies,info_type
 where (movie_companies.company_type_id = company_type.id) And (company_type.kind = 'production companies') And (title.id = movie_companies.movie_id) And (movie_info_idx.movie_id = movie_companies.movie_id) And (movie_info_idx.info_type_id = info_type.id) And (movie_companies.movie_id = title.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%')  And  (((movie_companies.note like '%(co-production)%')) Or ((movie_companies.note like '%(presents)%'))) And (info_type.info = 'top 250 rank')"
5,"select info_type.id AS id, info_type.info AS info, movie_info_idx.movie_id AS movie_id
 from movie_info_idx,info_type
 where (movie_info_idx.info_type_id = info_type.id) And (info_type.info = 'bottom 10 rank')","create materialized view if not exists mv5 as select info_type.id AS id, info_type.info AS info, movie_info_idx.movie_id AS movie_id
 from movie_info_idx,info_type
 where (movie_info_idx.info_type_id = info_type.id) And (info_type.info = 'bottom 10 rank')"
6,"select company_type.id AS id, company_type.kind AS kind, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,company_type
 where (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%') And (company_type.kind = 'production companies')","create materialized view if not exists mv6 as select company_type.id AS id, company_type.kind AS kind, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,company_type
 where (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%') And (company_type.kind = 'production companies')"
7,"select company_type.id AS company_type_id_0, company_type.kind AS kind, info_type.id AS info_type_id_2, info_type.info AS info, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,movie_info_idx,info_type,company_type
 where (movie_info_idx.movie_id = movie_companies.movie_id) And (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%') And (movie_info_idx.info_type_id = info_type.id) And (info_type.info = 'bottom 10 rank') And (company_type.kind = 'production companies')","create materialized view if not exists mv7 as select company_type.id AS company_type_id_0, company_type.kind AS kind, info_type.id AS info_type_id_2, info_type.info AS info, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,movie_info_idx,info_type,company_type
 where (movie_info_idx.movie_id = movie_companies.movie_id) And (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%') And (movie_info_idx.info_type_id = info_type.id) And (info_type.info = 'bottom 10 rank') And (company_type.kind = 'production companies')"
8,"select company_type.id AS company_type_id_0, company_type.kind AS kind, info_type.id AS info_type_id_2, info_type.info AS info, movie_companies.note AS note, movie_info_idx.movie_id AS movie_id, title.production_year AS production_year, title.title AS title
 from company_type,title,movie_info_idx,movie_companies,info_type
 where (movie_companies.company_type_id = company_type.id) And (company_type.kind = 'production companies') And (title.id = movie_companies.movie_id) And (movie_info_idx.movie_id = movie_companies.movie_id) And (movie_info_idx.info_type_id = info_type.id) And (movie_companies.movie_id = title.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%') And (info_type.info = 'bottom 10 rank')","create materialized view if not exists mv8 as select company_type.id AS company_type_id_0, company_type.kind AS kind, info_type.id AS info_type_id_2, info_type.info AS info, movie_companies.note AS note, movie_info_idx.movie_id AS movie_id, title.production_year AS production_year, title.title AS title
 from company_type,title,movie_info_idx,movie_companies,info_type
 where (movie_companies.company_type_id = company_type.id) And (company_type.kind = 'production companies') And (title.id = movie_companies.movie_id) And (movie_info_idx.movie_id = movie_companies.movie_id) And (movie_info_idx.info_type_id = info_type.id) And (movie_companies.movie_id = title.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%') And (info_type.info = 'bottom 10 rank')"
9,"select company_type.id AS id, company_type.kind AS kind, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,company_type
 where (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%')  And  (movie_companies.note like '%(co-production)%') And (company_type.kind = 'production companies')","create materialized view if not exists mv9 as select company_type.id AS id, company_type.kind AS kind, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,company_type
 where (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%')  And  (movie_companies.note like '%(co-production)%') And (company_type.kind = 'production companies')"
10,"select company_type.id AS company_type_id_0, company_type.kind AS kind, info_type.id AS info_type_id_2, info_type.info AS info, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,movie_info_idx,info_type,company_type
 where (movie_info_idx.movie_id = movie_companies.movie_id) And (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%')  And  (movie_companies.note like '%(co-production)%') And (movie_info_idx.info_type_id = info_type.id) And (info_type.info = 'top 250 rank') And (company_type.kind = 'production companies')","create materialized view if not exists mv10 as select company_type.id AS company_type_id_0, company_type.kind AS kind, info_type.id AS info_type_id_2, info_type.info AS info, movie_companies.movie_id AS movie_id, movie_companies.note AS note
 from movie_companies,movie_info_idx,info_type,company_type
 where (movie_info_idx.movie_id = movie_companies.movie_id) And (movie_companies.company_type_id = company_type.id) And (movie_companies.note not like '%(as Metro-Goldwyn-Mayer Pictures)%')  And  (movie_companies.note like '%(co-production)%') And (movie_info_idx.info_type_id = info_type.id) And (info_type.info = 'top 250 rank') And (company_type.kind = 'production companies')"
